amount,commission,investment_id|account_id|liability_id,isin,netCash,operationDate,originalCurrency,referenceCurrency,retention,symb,type,unitPrice,valueDate,_id
"1562,64",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2022-12-30,,,,,Receipt,0,2022-12-30,c7bf55b4f1ff78e40bfe713676fb688a7c73ab9da56185bde89d751fc45679f6
"6191,09",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2022-12-30,,,,,Charge for commissions on financial assets,0,2022-12-30,20c339615e1ddf6f6f795e8028a06f50257699a977aad3e33e77b5173a201793
"906,92",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-02,,,,,Other,0,2022-12-30,da72416ec2f865a08d6d2e604128144919ca52ff8ad1a43b7669989fb4b0a86c
"933,16",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-10,,,,,Transfers,0,2023-01-10,8a07f9f10d56d56eb35e47bc6768f2ecef51ca924acc6e9c7932a794dd731666
"1512,5",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-09,,,,,Transfers,0,2023-01-09,f76abd1197b3109a3a56c629f55307728c53fbedd0a98bc41fbe497091ad08c3
"72,38",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-13,,,,,Receipt,0,2023-01-13,65c96a8a25fe1e99ff621d064591c2f3dde6d8e4a683e72b3bccf69c0fb771d9
"16958,91",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-18,,,,,Payment of commissions,0,2023-01-18,7681bbb6a70684a835b7d99a98d3bd7a08643c0a064db42a540ac3fc08c0bcad
"3569,5",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-17,,,,,Transfers,0,2023-01-17,a74cf118baca71bdf5596ff0d82e5e78b0f3bdb544fd2676f87a90277d8f2bf0
"275724,29",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-19,,,,,Receipt on account of sale of financial assets,0,2023-01-19,24cdef009b0ff3a4e25bff1da597c329a48eb6c3afdb1b28db74720c9a45499d
"169548,48",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-19,,,,,Receipt on account of sale of financial assets,0,2023-01-19,a4c22b0e635a63afa34792d05760556f351805ea1103a64b0c1a6202a2374e1e
"3121,8",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-17,,,,,Transfers,0,2023-01-17,2f84e5c699b328b6942347d8a79c8863cc8807433a77e5af3689664b064136b1
"53,2",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-17,,,,,Other,0,2023-01-17,3231d4da0e20bca0ab46c2976a7c3162937be74a0f7d08962f1177effff978e9
"123920,34",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-19,,,,,Receipt on account of redemption of bonds,0,2023-01-19,1232151376c0c88afc797af544d7c4ebeb1a9a71505be9cbc5839d8b3286080f
"2478,41",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-19,,,,,Other,0,2023-01-19,0f8b9ecf8644e6e365baf22e7ff864141537dbbb653bf2d7ca159a702f0f09ba
"8784,24",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-20,,,,,Retention,0,2023-01-20,4991bc3be0b87636d7d0e0c3b9d5bc6def35041c6d01d45162dc22dfa5db0ea3
"26,12",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-20,,,,,Payment of commissions,0,2023-01-19,56e5a59ef25b9ceebda4dca15a7caeebec4d92da054b3996c33a8c616a28a995
"0,6",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-24,,,,,Payment of commissions,0,2023-01-24,368854fce740c8bfa5005eedf8cc24aae91c11cc828270f470a6da8a00fffde7
"237147,5",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-24,,,,,Receipt on account of sale of financial assets,0,2023-01-24,3acb8075a6264047b3292b4bbffb7cdbe83e7ddc803ec04d489b4a394056d38f
"7170,86",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-24,,,,,Transfers,0,2023-01-24,3b02298d462587ca4ea6779f56f2e5abe1dffc578c8ee116aa9ca282c6ad6489
"3,24",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-23,,,,,Payment of commissions,0,2023-01-20,90b3f0c7b5924cf7233a491b37d38ff852dbbfefe57184abd2a05604a0d100b4
"296,45",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-27,,,,,Receipt,0,2023-01-27,d32d68b69ba2851207a9959cb2adf5658050050648c395374de8c620559d41fb
"3735,61",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-30,,,,,Current account deposit,0,2023-01-30,66b07193470896a533cdf19059fe6715d062c74cb7a1687e131eb2dc1a2baf35
"1562,64",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-31,,,,,Receipt,0,2023-01-31,e010204e4f3a01c3c36e3f175f777a46d22ddc80fbf2df963a6b4ef730c8f149
"37078,68",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-30,,,,,Other,0,2023-01-30,c01b49748d1974e2ec0b374003ceb58ff2e2dddcac5b6f7744c6822152e31c36
"3735,61",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-01-31,,,,,Transfers,0,2023-01-31,e97b06d4b4985e508f6addb0b51a7c07278115ada8356afb01aa27ff5e5ce6f0
"63,25",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-02-06,,,,,Receipt,0,2023-02-06,f06accc787aee6f3adab089df2418943808d08ef28b38411564639ac00676cff
"933,16",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-02-07,,,,,Transfers,0,2023-02-07,e84916c7ae94c3e56d7814e67123437d009a408fddf16ca94b3a59076b18af39
2500000,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-02-10,,,,,Receipt on account of redemption of bonds,0,2023-02-10,fa9b3a9f0f4ab05fe27c2835103fbb1e34a412d45ef92582bd008354e4af3566
"372465,75",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-02-15,,,,,Transfers,0,2023-02-15,5ea13458b90b9f0ef1bc332d4b7c4f31cf26cf74e6ca09e40487b19fe0911bf1
1996100,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-02-15,,,,,Debit to account for purchase of financial assets,0,2023-02-15,82fcc5e7bc94f376e6af240b3a7cc7dc8ebeba16ae08bc9e251f570f55e0e4e8
"40,67",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-02-16,,,,,Other,0,2023-02-16,fc8375525c28187a48fbdd31ed2f5188cf9cc5bd39f88d2a0c3322d4ffa86003
"296,45",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-02-21,,,,,Receipt,0,2023-02-21,ce63d8679889a67d7a15a17dbe8393382c43f87f6a839a68288207515d8d42a5
"0,6",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-02-27,,,,,Payment of commissions,0,2023-02-27,79afe02213c8b85512eaf5dfdcceaca03f5c4e9539357cace7fba9647fe257ef
"7193,84",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-02-27,,,,,Transfers,0,2023-02-27,115462e37806885cfbbaddf13eea6a78d83759546408257a2cc3318f4871e0c1
"972,29",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-02-28,,,,,Receipt,0,2023-02-28,0a1b4638809e412eb578e52bd1cc310a7604482f4611d98fefb785dc7bf20b73
"127,6",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-03-03,,,,,Receipt,0,2023-03-03,b7eaa52c4861d802bef689ce4b0b9ea5b68c12b8dba126a3fedfdb98b57c7c9c
6050,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-03-06,,,,,Transfers,0,2023-03-06,1e29769146ca0b8b25ed4cfe2103654e8f3d575a9df90cebf1b553f9d5305582
"933,16",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-03-07,,,,,Transfers,0,2023-03-07,924b680ffb163294fb6bb0a7feca1f1c5cfbf8b71ae16e67226b3e1038dc1323
"546,32",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-03-07,,,,,Payment of commissions,0,2023-01-30,d7587da978fa9658fb3c6acecb323e27af0f78d06ebf3a71286b340ad1bd7521
"454,96",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-03-15,,,,,Receipt,0,2023-03-15,aa77a8dbeb8e95c1ff342ebc086982c868f34d89542c1f27c76578b862c59069
40000,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-03-15,,,,,Transfers,0,2023-03-15,72e88080015c88eda679292d4ee74852f44011beace913940e2e0287569c70af
9500,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-03-22,,,,,Other,0,2023-03-22,7a5b38ddaf8cda5b01a6ff686087e4974b1a7956cad40c0e8666345924dc7e65
5250,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-03-23,,,,,"Deposit of dividends, coupons and other",0,2023-03-23,e3ce593feb0fe40b74af957e1af79281e8122bdfa8910d97357bb164dfa9f2be
"7192,79",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-03-27,,,,,Transfers,0,2023-03-27,db5de357001c789a3f27e75b17c8def7098ae3596ccaf8c478eb8afc1d0651ed
30000,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-03-29,,,,,"Deposit of dividends, coupons and other",0,2023-03-29,9ecc5d3a3a51e3e688399c3412a80d49762fa12d322207dae01997da121bc943
"783,42",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-03-30,,,,,Other,0,2023-03-29,df4511cba43ee2440c206b7fef8de73c0f817a7d74d93cd6489d2ec5ffb9dfb4
"1512,5",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-04-04,,,,,Receipt,0,2023-04-04,2a748464ab02ca27a102b5124668cd64103ecea4b6a40de9faf94f9cd34ab097
"67,86",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-04-03,,,,,Transfers,0,2023-04-03,81c18897770c462178abb3f3d72e33bf73bcc9db82cb12baef080b56dbdb4f5b
"159,5",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-04-05,,,,,Receipt,0,2023-04-05,932408cc6133d68530f2c70f279fe47b7c791612bf78be43eb25331a17dd664e
"933,16",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-04-10,,,,,Transfers,0,2023-04-11,2c8dda02c312fd7e34e8f1567730679c20fc9054263583bb43274ad41ea6a99f
"296,45",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-04-14,,,,,Receipt,0,2023-04-14,03b93d78f32c47d2ba4feb07a49abdc61f4e116a3e77e34aa02fbb90451a9fef
"5910,6",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-04-18,,,,,Other,0,2023-04-18,6af392867fd979c50036ea8a0deb3c5605b38cc9b89efa67552919887a5a7953
"159440,07",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-04-20,,,,,Other,0,2023-04-20,0600b18b9cee94a38e8a600b761114724927febb59383c0b0c745952ce69c08b
"9331,61",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-04-20,,,,,Retention,0,2023-04-20,89553ad95d97ea73c41ab6c7e18337024e6f069e5ab723efa9d2ab02c5db0121
119364,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-04-19,,,,,Taxes,0,2023-04-19,92b0b55027d47d6e2a231ad36fe974df77b184372002a729cf6b710386f4c270
147889,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-04-18,,,,,Taxes,0,2023-04-18,35e6ce983246f66349e79e2be9b8447d852f29cf53b622a8ed7c1720bdc0a8ec
"1310,24",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-04-27,,,,,Transfers,0,2023-04-27,728a22cd0c1b55a3e211b7405e7fbe9f75562ad0b74459967a409236cb8cef4d
"7172,88",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-04-28,,,,,Transfers,0,2023-04-28,07a93e7e352d85ff89d38f682e2d18fe8934d55a18b939f4bb5d0d0d17f35b90
"9270,45",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-02,,,,,Credit memo,0,2023-05-02,fb520fd3c10a2229780463205de01231e2cc90c2b5695eaa22c3809c890aaef6
"4033,39",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-02,,,,,Other,0,2023-04-28,f52804e25234ddb6f0de7f60c7226168fef57eb1ee78d4798dc485a90796b6bc
"102,08",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-04,,,,,Receipt,0,2023-05-04,466a98b0e24f3bef8b64d6355b7eec7e1bd083b19fba168f4ead5ef1bd052c0e
"294,03",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-03,,,,,Transfers,0,2023-05-03,369d7ce61bec63a2805ed8333e7dfa2b10a17d8e09a2710b324bff17e220820e
"382,39",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-05,,,,,Receipt,0,2023-05-05,1bd0dfe98c812a52305939e3d5682354ef2af12f2a328a5ebea5b7c279180164
"933,16",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-09,,,,,Transfers,0,2023-05-09,22f6cafdea9505710be5003e6b8e0561b5af8278bc48b53372e8bb5570f20803
"2636,55",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-08,,,,,Other,0,2023-05-05,5d11ebfe1c13da9fd3196b72bc40b086dedc1d2a092fcdff735f0c8cd3f5c26f
6050,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-09,,,,,Transfers,0,2023-05-09,fc8e691550de068e8b3e021b3050545bf0f3702c37de9b038d0b98d083ae75f8
"547,89",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-16,,,,,Other,0,2023-05-16,9d131d320359709916af8deb92a121a370b4cbcdbbdc0ce3b41351b7c4540ed1
"302,5",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-17,,,,,Receipt,0,2023-05-17,1b384eed012865831e7494cb1ab60c21624bee18631e4a2a7d857991962fe2ab
"3667,63",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-16,,,,,Other,0,2023-05-16,bd903270363e253f4e8c6b51fb836bfad5b9f8c50a6518241ed51d016281ca9a
"248160,32",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-19,,,,,Debit to account for purchase of financial assets,0,2023-05-19,0002150828e262a2794e68187ca07acf3bf029c2f68a9b1c05d77380f29f5db6
"703281,23",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-19,,,,,Receipt on account of sale of financial assets,0,2023-05-19,8c8befdfca05c3927e4a477323e82a9e0c8210a8d9d41378f0afa526b331184a
"339698,85",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-19,,,,,Receipt on account of sale of financial assets,0,2023-05-19,ef0fdfe3d4d8012f129bb0a656f0ddb4c49a42a78a393e6cd6622140f605222f
"404015,28",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-19,,,,,Receipt on account of sale of financial assets,0,2023-05-19,ca0fdf995b29172b246aea70b553db97c46d9cb7847a92bf1aed077a00ed7a44
"297453,46",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-19,,,,,Receipt on account of sale of financial assets,0,2023-05-19,ebe4f0d291db6e220c20839fe04b9fc07dc2bbe4c6cdbd885615b095c02bddce
"652,8",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-22,,,,,Payment of commissions,0,2023-05-19,ba2a5e0cd4f342dc27c77edb1bc293d71c8c79bbbe667fc20ed529dbd25b4eeb
"5665,9",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-23,,,,,Transfers,0,2023-05-23,2f8c42ed67fa56a2f23837f534f485bd95be86310e8a03890ad16d4188706dcf
"286,98",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-23,,,,,Payment of commissions,0,2023-05-22,c976ca74713c5e3620916e0d5d6c0d4fe0ce5edbb469ad8e4f3f2e1958b96d98
"7168,75",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-25,,,,,Transfers,0,2023-05-25,70f14e4d21c329c7d98d9d4340cfacdc67d83f12c2b00d247f96b4ca432a9aea
"65,07",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-24,,,,,Payment of commissions,0,2023-05-23,2c0ef6ee02d886b98edba64e17d17978aba6e86662ff9a1370f5638e250ee477
"1620,71",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-29,,,,,Transfers,0,2023-05-29,263d1d34d5a68bb4f289e637f0847bae911269bdba03761b461a32446415d569
"1291,85",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-05-31,,,,,Forex,0,2023-05-31,3584f0e991fccd978a833df21097f4c01809c894c7c8a44812fa50d29f469451
"127,6",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-06-02,,,,,Receipt,0,2023-06-02,dcae5902229009fd0a2cb27f3a6e7c1d106b27c514ef34825b4ed07d6dc93562
"525596,36",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-06-02,,,,,Debit to account for purchase of financial assets,0,2023-06-02,ab75b3ad962bfd33911842e882e37c9eea65eb8af660a5b0c02e5f754ca1f042
"933,16",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-06-07,,,,,Transfers,0,2023-06-07,0b21749de66e0d6a23637ec21f31a7b462ac624a37f7ffa5ce16cb3d4178ba66
"543738,54",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-06-08,,,,,Debit to account for purchase of financial assets,0,2023-06-08,570a7f83667b75616f386485d7e3b17a1cf548c2af2bda21c050121cfc6eadcf
120000,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-06-13,,,,,Receipt on account of sale of financial assets,0,2023-06-13,00c206211391f010635773ffeb7289a1b9a6e8a2edd031ee26f62ae590b83343
"32,64",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-06-14,,,,,Receipt,0,2023-06-14,5c3065f0c62ae2253457a18dd3b06362e70689e2a5d8436d4fd26fd2c174996d
"296,45",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-06-15,,,,,Receipt,0,2023-06-15,f8244e39a2660b5a7cafc093f277b14af6096ab4079924df1a6c46e75a2bd908
"3092,05",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-06-16,,,,,Other,0,2023-06-16,b9a92cb5052cc8e20145ace62beb7557c751000230d646b746efd96ce81ef083
"12231,28",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-06-16,,,,,Other,0,2023-06-15,90be0154c74d2db8ee114618dd8c5ffe0426637ba8a44f6cf1004d9f80340e89
"87,26",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-06-20,,,,,Payment of commissions,0,2023-06-20,fb0e2fa168775c73a4beea340521d79fdf7f4229d6bb41fcc6d60e4a1c2010da
5250,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-06-23,,,,,"Deposit of dividends, coupons and other",0,2023-06-23,48eb11ba830eaf945e3de95272ca5a8d5eb69277755ccbcec064d58c4f09f189
729,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-06-26,,,,,"Deposit of dividends, coupons and other",0,2023-06-26,4664e906a05acfe0e0cc1ef5d1c747074335a33ce23ec6ef558ebc65b17894d5
"6545,39",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-06-30,,,,,Charge for commissions on financial assets,0,2023-06-30,f9f8b6fe03097a1262a6077ab303184109cf6affd2b61eec62bac3da0bfc2b65
"1724,02",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-06-30,,,,,Receipt,0,2023-06-30,7a08ae31325090ca630887b9c60446e0a037368a2acd6b48a5a3dd7d2741c455
"1949,32",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-06-29,,,,,Other,0,2023-06-28,5b03f3651526454a02a1d100eaf4cf06d773a0803357cd44330d4bcfadc5cf94
30000,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-06-29,,,,,"Deposit of dividends, coupons and other",0,2023-06-29,3c2576733d82d7e37083331854db35445e0fd8f434568d8856f5f9370d14ad20
"127,6",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-07-03,,,,,Receipt,0,2023-07-03,a153a6dffad2b4bcfcf610921fe9ebbd78a6d3fb10b7af0f2d5ddd123d5f40f6
"1537,12",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-07-04,,,,,Receipt,0,2023-07-04,c829773e50e32ac3767d1efd0e1322bea0e90d5c0b0a4dfa1a86c83c10e3284d
"933,16",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-07-07,,,,,Transfers,0,2023-07-07,aab293d3610b56d0e2206bc3aa45ddb56c3cc7beb0f2e033a76a8760fabbf9e6
107118,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-07-07,,,,,Taxes,0,2023-07-07,902f7fd56fb26ca5445b9110c3eb6747da33e61313eeb6a4216b586017fa9bbd
25000,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-07-14,,,,,Transfers,0,2023-07-14,6dc4a805f4ce68033bf4bd0a54e49493eb063719ba8142bd1b660b3cba4bc680
"296,45",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-07-17,,,,,Receipt,0,2023-07-17,2f4bae1fa75aa0f2fb9b1a344fd5a6f68b41321e333a5fb34f3ffe8055a483d4
"68,74",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-07-18,,,,,Other,0,2023-07-18,1fab7f7d9066eb5c94ccb2b7cdfc793e8d64b0c08e770c21dc255b7beb74a679
"9828,64",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-07-20,,,,,Retention,0,2023-07-20,c9a3dac30d18396ebcff1de394eda2c90e15258db2b9e9ab42086edab98473f1
950,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-07-28,,,,,Receipt,0,2023-07-28,22d18d2d2f27b7a45008f4690c63833e75fa432b7dff55c9253ddd04d9137ef4
"1724,02",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-07-31,,,,,Receipt,0,2023-07-31,623a14086bc4779c1ef1472ae20528a94936b2af20f53e4b93ba7daf3d819cb0
"2652,68",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-08-01,,,,,Transfers,0,2023-08-01,fd8ea82ea07d75f0ad7a8039f7770296d4d7fed470be973d9e83a83c8941c46f
"63,8",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-08-02,,,,,Receipt,0,2023-08-02,d9c1196e39654d0b3449f75805b8449d1b4f737a859627c1795684c1d3d9985d
"57,71",,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-08-02,,,,,Receipt,0,2023-08-02,3a09a5c27871f498487d10a3bfc0adaa120dd9fe8b7742a6f3936d786b171d16
54437,,e0cda8a2ee1e44581f6b6f13490023e00b526cdb0af070a5e1e8c00e0ab7494b,,,2023-08-01,,,,,Taxes,0,2023-08-01,a75c224569bcfc60673c515e5f578354047d568723ab25da1e4c2c300533216b
